columna,movieId,title,genres
1129,1219,Psycho (1960),Horror|Thriller
1130,1220,"Blues Brothers, The (1980)",Action|Comedy|Musical
1131,1221,"Godfather: Part II, The (1974)",Action|Crime|Drama
1132,1222,Full Metal Jacket (1987),Action|Drama|War
1133,1223,"Grand Day Out, A (1992)",Animation|Comedy
1134,1224,Henry V (1989),Drama|War
1135,1225,Amadeus (1984),Drama
1136,1226,"Quiet Man, The (1952)",Comedy|Romance
1137,1227,Once Upon a Time in America (1984),Crime|Drama|Thriller
1138,1228,Raging Bull (1980),Drama
1139,1230,Annie Hall (1977),Comedy|Romance
1140,1231,"Right Stuff, The (1983)",Drama
1141,1232,Stalker (1979),Mystery|Sci-Fi
1142,1233,"Boat, The (Das Boot) (1981)",Action|Drama|War
1143,1234,"Sting, The (1973)",Comedy|Crime
1144,1235,Harold and Maude (1971),Comedy
1145,1236,Trust (1990),Comedy|Drama
1146,1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama
1147,1238,Local Hero (1983),Comedy
1148,1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller
1149,1241,Braindead (1992),Comedy|Horror
1150,1242,Glory (1989),Action|Drama|War
1151,1243,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama
1152,1244,Manhattan (1979),Comedy|Drama|Romance
1153,1245,Miller's Crossing (1990),Drama
1154,1246,Dead Poets Society (1989),Drama
1155,1247,"Graduate, The (1967)",Drama|Romance
1156,1248,Touch of Evil (1958),Crime|Film-Noir|Thriller
1157,1249,Nikita (La Femme Nikita) (1990),Thriller
1158,1250,"Bridge on the River Kwai, The (1957)",Drama|War
1159,1251,8 1/2 (1963),Drama
1160,1252,Chinatown (1974),Film-Noir|Mystery|Thriller
1161,1253,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi
1162,1254,"Treasure of the Sierra Madre, The (1948)",Adventure
1163,1255,Bad Taste (1987),Comedy|Horror
1164,1256,Duck Soup (1933),Comedy|War
1165,1257,Better Off Dead... (1985),Comedy
1166,1258,"Shining, The (1980)",Horror
1167,1259,Stand by Me (1986),Adventure|Comedy|Drama
1168,1260,M (1931),Crime|Film-Noir|Thriller
1169,1261,Evil Dead II (Dead By Dawn) (1987),Action|Adventure|Comedy|Horror
1170,1262,"Great Escape, The (1963)",Adventure|War
1171,1263,"Deer Hunter, The (1978)",Drama|War
1172,1264,Diva (1981),Action|Drama|Mystery|Romance|Thriller
1173,1265,Groundhog Day (1993),Comedy|Romance
1174,1266,Unforgiven (1992),Western
1175,1267,"Manchurian Candidate, The (1962)",Film-Noir|Thriller
1176,1268,Pump Up the Volume (1990),Drama
1177,1269,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller
1178,1270,Back to the Future (1985),Comedy|Sci-Fi
1179,1271,Fried Green Tomatoes (1991),Drama
1180,1272,Patton (1970),Drama|War
1181,1273,Down by Law (1986),Comedy|Drama
1182,1274,Akira (1988),Adventure|Animation|Sci-Fi|Thriller
1183,1275,Highlander (1986),Action|Adventure
1184,1276,Cool Hand Luke (1967),Comedy|Drama
1185,1277,Cyrano de Bergerac (1990),Action|Drama|Romance
1186,1278,Young Frankenstein (1974),Comedy|Horror
1187,1279,Night on Earth (1991),Comedy|Drama
1188,1280,Raise the Red Lantern (1991),Drama
1189,1281,"Great Dictator, The (1940)",Comedy
1190,1282,Fantasia (1940),Animation|Children's|Musical
1191,1283,High Noon (1952),Western
1192,1284,"Big Sleep, The (1946)",Film-Noir|Mystery
1193,1285,Heathers (1989),Comedy
1194,1286,Somewhere in Time (1980),Drama|Romance
1195,1287,Ben-Hur (1959),Action|Adventure|Drama
1196,1288,This Is Spinal Tap (1984),Comedy|Drama|Musical
1197,1289,Koyaanisqatsi (1983),Documentary|War
1198,1290,Some Kind of Wonderful (1987),Drama|Romance
1199,1291,Indiana Jones and the Last Crusade (1989),Action|Adventure
1200,1292,Being There (1979),Comedy
1201,1293,Gandhi (1982),Drama
1202,1294,M*A*S*H (1970),Comedy|War
1203,1295,"Unbearable Lightness of Being, The (1988)",Drama
1204,1296,"Room with a View, A (1986)",Drama|Romance
1205,1297,Real Genius (1985),Comedy
1206,1298,Pink Floyd - The Wall (1982),Drama|Musical|War
1207,1299,"Killing Fields, The (1984)",Drama|War
1208,1300,My Life as a Dog (Mitt liv som hund) (1985),Drama
1209,1301,Forbidden Planet (1956),Sci-Fi
1210,1302,Field of Dreams (1989),Drama
1211,1303,"Man Who Would Be King, The (1975)",Adventure
1212,1304,Butch Cassidy and the Sundance Kid (1969),Action|Comedy|Western
1213,1305,"Paris, Texas (1984)",Drama
1214,1306,Until the End of the World (Bis ans Ende der Welt) (1991),Drama|Sci-Fi
1215,1307,When Harry Met Sally... (1989),Comedy|Romance
1216,1310,Hype! (1996),Documentary
1217,1311,Santa with Muscles (1996),Comedy
1218,1312,Female Perversions (1996),Drama
1219,1313,Mad Dog Time (1996),Crime
1220,1315,Paris Was a Woman (1995),Documentary
1221,1316,Anna (1996),Drama
1222,1317,I'm Not Rappaport (1996),Comedy
1223,1320,Alien³ (1992),Action|Horror|Sci-Fi|Thriller
1224,1321,"American Werewolf in London, An (1981)",Horror
1225,1322,Amityville 1992: It's About Time (1992),Horror
1226,1323,Amityville 3-D (1983),Horror
1227,1324,Amityville: Dollhouse (1996),Horror
1228,1325,Amityville: A New Generation (1993),Horror
1229,1326,Amityville II: The Possession (1982),Horror
1230,1327,"Amityville Horror, The (1979)",Horror
1231,1328,"Amityville Curse, The (1990)",Horror
1232,1329,Blood For Dracula (Andy Warhol's Dracula) (1974),Horror
1233,1330,April Fool's Day (1986),Comedy|Horror
1234,1331,Audrey Rose (1977),Horror
1235,1332,"Believers, The (1987)",Horror|Thriller
1236,1333,"Birds, The (1963)",Horror
1237,1334,"Blob, The (1958)",Horror|Sci-Fi
1238,1335,Blood Beach (1981),Action|Horror
1239,1336,Body Parts (1991),Horror
1240,1337,"Body Snatcher, The (1945)",Horror
1241,1339,Bram Stoker's Dracula (1992),Horror|Romance
1242,1340,Bride of Frankenstein (1935),Horror
1243,1341,Burnt Offerings (1976),Horror
1244,1342,Candyman (1992),Horror
1245,1343,Cape Fear (1991),Thriller
1246,1344,Cape Fear (1962),Film-Noir|Thriller
1247,1345,Carrie (1976),Horror
1248,1346,Cat People (1982),Horror
1249,1347,"Nightmare on Elm Street, A (1984)",Horror
1250,1348,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror
1251,1349,Nosferatu a Venezia (1986),Horror
1252,1350,"Omen, The (1976)",Horror
1253,1351,Blood & Wine (1997),Drama
1254,1352,Albino Alligator (1996),Crime|Thriller
1255,1353,"Mirror Has Two Faces, The (1996)",Comedy|Romance
1256,1354,Breaking the Waves (1996),Drama
1257,1355,Nightwatch (1997),Horror|Thriller
1258,1356,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi
1259,1357,Shine (1996),Drama|Romance
1260,1358,Sling Blade (1996),Drama|Thriller
1261,1359,Jingle All the Way (1996),Adventure|Children's|Comedy
1262,1360,Identification of a Woman (Identificazione di una donna) (1982),Drama
1263,1361,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary
1264,1362,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",Drama
1265,1363,"Preacher's Wife, The (1996)",Drama
1266,1364,Zero Kelvin (Kjærlighetens kjøtere) (1995),Action
1267,1365,Ridicule (1996),Drama
1268,1366,"Crucible, The (1996)",Drama
1269,1367,101 Dalmatians (1996),Children's|Comedy
1270,1369,I Can't Sleep (J'ai pas sommeil) (1994),Drama|Thriller
1271,1370,Die Hard 2 (1990),Action|Thriller
1272,1371,Star Trek: The Motion Picture (1979),Action|Adventure|Sci-Fi
1273,1372,Star Trek VI: The Undiscovered Country (1991),Action|Adventure|Sci-Fi
1274,1373,Star Trek V: The Final Frontier (1989),Action|Adventure|Sci-Fi
1275,1374,Star Trek: The Wrath of Khan (1982),Action|Adventure|Sci-Fi
1276,1375,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi
1277,1376,Star Trek IV: The Voyage Home (1986),Action|Adventure|Sci-Fi
1278,1377,Batman Returns (1992),Action|Adventure|Comedy|Crime
1279,1378,Young Guns (1988),Action|Comedy|Western
1280,1379,Young Guns II (1990),Action|Comedy|Western
1281,1380,Grease (1978),Comedy|Musical|Romance
1282,1381,Grease 2 (1982),Comedy|Musical|Romance
1283,1382,Marked for Death (1990),Action|Drama
1284,1383,Adrenalin: Fear the Rush (1996),Action|Sci-Fi
1285,1384,"Substance of Fire, The (1996)",Drama
1286,1385,Under Siege (1992),Action
1287,1386,Terror in a Texas Town (1958),Western
1288,1387,Jaws (1975),Action|Horror
1289,1388,Jaws 2 (1978),Action|Horror
1290,1389,Jaws 3-D (1983),Action|Horror
1291,1390,My Fellow Americans (1996),Comedy
1292,1391,Mars Attacks! (1996),Action|Comedy|Sci-Fi|War
1293,1392,Citizen Ruth (1996),Comedy|Drama
1294,1393,Jerry Maguire (1996),Drama|Romance
1295,1394,Raising Arizona (1987),Comedy
1296,1395,Tin Men (1987),Comedy|Drama
1297,1396,Sneakers (1992),Crime|Drama|Sci-Fi
1298,1397,Bastard Out of Carolina (1996),Drama
1299,1398,In Love and War (1996),Romance|War
1300,1399,Marvin's Room (1996),Drama
1301,1401,Ghosts of Mississippi (1996),Drama
1302,1404,Night Falls on Manhattan (1997),Crime|Drama
1303,1405,Beavis and Butt-head Do America (1996),Animation|Comedy
1304,1406,"Cérémonie, La (1995)",Drama
1305,1407,Scream (1996),Horror|Thriller
1306,1408,"Last of the Mohicans, The (1992)",Action|Romance|War
1307,1409,Michael (1996),Comedy|Romance
1308,1410,"Evening Star, The (1996)",Comedy|Drama
1309,1411,Hamlet (1996),Drama
1310,1412,Some Mother's Son (1996),Drama
1311,1413,"Whole Wide World, The (1996)",Drama
1312,1414,Mother (1996),Comedy
1313,1415,"Thieves (Voleurs, Les) (1996)",Crime|Drama|Romance
1314,1416,Evita (1996),Drama|Musical
1315,1417,"Portrait of a Lady, The (1996)",Drama
1316,1419,Walkabout (1971),Drama
1317,1420,Message to Love: The Isle of Wight Festival (1996),Documentary
1318,1421,Grateful Dead (1995),Documentary
1319,1422,Murder at 1600 (1997),Mystery|Thriller
1320,1423,Hearts and Minds (1996),Drama
1321,1425,Fierce Creatures (1997),Comedy
1322,1426,Zeus and Roxanne (1997),Children's
1323,1427,Turbulence (1997),Thriller
1324,1428,Angel Baby (1995),Drama
1325,1429,Jackie Chan's First Strike (1996),Action
1326,1430,Underworld (1997),Thriller
1327,1431,Beverly Hills Ninja (1997),Action|Comedy
1328,1432,Metro (1997),Action
1329,1433,"Machine, The (1994)",Comedy|Horror
1330,1434,"Stranger, The (1994)",Action
1331,1436,Falling in Love Again (1980),Comedy
1332,1437,"Cement Garden, The (1993)",Drama
1333,1438,Dante's Peak (1997),Action|Thriller
1334,1439,Meet Wally Sparks (1997),Comedy
1335,1440,Amos & Andrew (1993),Comedy
1336,1441,Benny & Joon (1993),Comedy|Romance
1337,1442,Prefontaine (1997),Drama
1338,1444,Guantanamera (1994),Comedy
1339,1445,McHale's Navy (1997),Comedy|War
1340,1446,Kolya (1996),Comedy
1341,1447,Gridlock'd (1997),Crime
1342,1449,Waiting for Guffman (1996),Comedy
1343,1450,Prisoner of the Mountains (Kavkazsky Plennik) (1996),War
1344,1453,"Beautician and the Beast, The (1997)",Comedy|Romance
1345,1454,SubUrbia (1997),Comedy
1346,1455,Hotel de Love (1996),Comedy|Romance
1347,1456,"Pest, The (1997)",Comedy
1348,1457,Fools Rush In (1997),Comedy|Romance
1349,1458,Touch (1997),Romance
1350,1459,Absolute Power (1997),Mystery|Thriller
1351,1460,That Darn Cat! (1997),Children's|Comedy|Mystery
1352,1461,Vegas Vacation (1997),Comedy
1353,1463,That Old Feeling (1997),Comedy|Romance
1354,1464,Lost Highway (1997),Mystery
1355,1465,Rosewood (1997),Drama
1356,1466,Donnie Brasco (1997),Crime|Drama
1357,1468,Booty Call (1997),Comedy|Romance
1358,1470,Rhyme & Reason (1997),Documentary
1359,1471,Boys Life 2 (1997),Drama
1360,1472,City of Industry (1997),Crime|Thriller
1361,1473,Best Men (1997),Action|Comedy|Crime|Drama
1362,1474,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),Children's|Comedy
1363,1475,Kama Sutra: A Tale of Love (1996),Romance
1364,1476,Private Parts (1997),Comedy|Drama
1365,1477,Love Jones (1997),Romance
1366,1479,"Saint, The (1997)",Action|Romance|Thriller
1367,1480,Smilla's Sense of Snow (1997),Action|Drama|Thriller
1368,1482,"Van, The (1996)",Comedy|Drama
1369,1483,Crash (1996),Drama|Thriller
1370,1484,"Daytrippers, The (1996)",Mystery
1371,1485,Liar Liar (1997),Comedy
1372,1486,"Quiet Room, The (1996)",Drama
1373,1487,Selena (1997),Drama|Musical
1374,1488,"Devil's Own, The (1997)",Action|Drama|Thriller|War
1375,1489,Cats Don't Dance (1997),Animation|Children's|Musical
1376,1490,B*A*P*S (1997),Comedy
1377,1493,Love and Other Catastrophes (1996),Romance
1378,1494,"Sixth Man, The (1997)",Comedy
1379,1495,Turbo: A Power Rangers Movie (1997),Action|Adventure|Children's
1380,1496,Anna Karenina (1997),Drama|Romance
1381,1497,Double Team (1997),Action
1382,1498,Inventing the Abbotts (1997),Drama|Romance
1383,1499,Anaconda (1997),Action|Adventure|Thriller
1384,1500,Grosse Pointe Blank (1997),Comedy|Crime
1385,1501,Keys to Tulsa (1997),Crime
1386,1502,Kissed (1996),Romance
1387,1503,8 Heads in a Duffel Bag (1997),Comedy
1388,1504,Hollow Reed (1996),Drama
1389,1507,Paradise Road (1997),Drama|War
1390,1508,Traveller (1997),Drama
1391,1509,All Over Me (1997),Drama
1392,1510,"Brother's Kiss, A (1997)",Drama
1393,1511,A Chef in Love (1996),Comedy
1394,1513,Romy and Michele's High School Reunion (1997),Comedy
1395,1514,Temptress Moon (Feng Yue) (1996),Romance
1396,1515,Volcano (1997),Drama|Thriller
1397,1516,Children of the Revolution (1996),Comedy
1398,1517,Austin Powers: International Man of Mystery (1997),Comedy
1399,1518,Breakdown (1997),Action|Thriller
1400,1519,Broken English (1996),Drama
1401,1520,Commandments (1997),Romance
1402,1522,Ripe (1996),Drama
1403,1523,"Truth or Consequences, N.M. (1997)",Action|Crime|Romance
1404,1525,Warriors of Virtue (1997),Action|Adventure|Children's|Fantasy
1405,1526,Fathers' Day (1997),Comedy
1406,1527,"Fifth Element, The (1997)",Action|Sci-Fi
1407,1528,Intimate Relations (1996),Comedy
1408,1529,Nowhere (1997),Drama
1409,1531,Losing Chase (1996),Drama
1410,1532,Sprung (1997),Comedy
1411,1533,"Promise, The (La Promesse) (1996)",Drama
1412,1534,"Bonheur, Le (1965)",Drama
1413,1535,Love! Valour! Compassion! (1997),Drama|Romance
1414,1537,Shall We Dance? (Shall We Dansu?) (1996),Comedy
1415,1538,"Second Jungle Book: Mowgli & Baloo, The (1997)",Adventure|Children's
1416,1539,Twin Town (1997),Comedy|Crime
1417,1541,Addicted to Love (1997),Comedy|Romance
1418,1542,Brassed Off (1996),Comedy|Drama|Romance
1419,1543,"Designated Mourner, The (1997)",Drama
1420,1544,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller
1421,1545,Ponette (1996),Drama
1422,1546,Schizopolis (1996),Comedy
1423,1547,Shiloh (1997),Children's|Drama
1424,1548,"War at Home, The (1996)",Drama
1425,1549,Rough Magic (1995),Drama|Romance
1426,1550,Trial and Error (1997),Comedy|Romance
1427,1551,Buddy (1997),Adventure|Children's|Drama
1428,1552,Con Air (1997),Action|Adventure|Thriller
1429,1553,Late Bloomers (1996),Comedy
1430,1554,"Pillow Book, The (1995)",Drama|Romance
1431,1555,"To Have, or Not (1995)",Drama
1432,1556,Speed 2: Cruise Control (1997),Action|Romance|Thriller
1433,1558,Sudden Manhattan (1996),Comedy
1434,1561,Wedding Bell Blues (1996),Comedy
1435,1562,Batman & Robin (1997),Action|Adventure|Crime
1436,1563,Dream With the Fishes (1997),Drama
1437,1564,Roseanna's Grave (For Roseanna) (1997),Comedy|Romance
1438,1565,Head Above Water (1996),Comedy|Thriller
1439,1566,Hercules (1997),Adventure|Animation|Children's|Comedy|Musical
1440,1567,"Last Time I Committed Suicide, The (1997)",Drama
1441,1569,My Best Friend's Wedding (1997),Comedy|Romance
1442,1570,Tetsuo II: Body Hammer (1992),Sci-Fi
1443,1571,When the Cats Away (Chacun cherche son chat) (1996),Comedy|Romance
1444,1572,Contempt (Le Mépris) (1963),Drama
1445,1573,Face/Off (1997),Action|Sci-Fi|Thriller
1446,1574,Fall (1997),Romance
1447,1575,Gabbeh (1996),Drama
1448,1579,For Ever Mozart (1996),Drama
1449,1580,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi
1450,1581,Out to Sea (1997),Comedy
1451,1582,Wild America (1997),Adventure|Children's
1452,1583,"Simple Wish, A (1997)",Children's|Fantasy
1453,1584,Contact (1997),Drama|Sci-Fi
1454,1585,Love Serenade (1996),Comedy
1455,1586,G.I. Jane (1997),Action|Drama|War
1456,1587,Conan the Barbarian (1982),Action|Adventure
1457,1588,George of the Jungle (1997),Children's|Comedy
1458,1589,Cop Land (1997),Crime|Drama|Mystery
1459,1590,Event Horizon (1997),Action|Mystery|Sci-Fi|Thriller
1460,1591,Spawn (1997),Action|Adventure|Sci-Fi|Thriller
1461,1592,Air Bud (1997),Children's|Comedy
1462,1593,Picture Perfect (1997),Comedy|Romance
1463,1594,In the Company of Men (1997),Drama
1464,1595,Free Willy 3: The Rescue (1997),Adventure|Children's|Drama
1465,1596,Career Girls (1997),Drama
1466,1597,Conspiracy Theory (1997),Action|Mystery|Romance|Thriller
1467,1598,Desperate Measures (1998),Crime|Drama|Thriller
1468,1599,Steel (1997),Action
1469,1600,She's So Lovely (1997),Drama|Romance
1470,1601,Hoodlum (1997),Crime|Drama|Film-Noir
1471,1602,Leave It to Beaver (1997),Comedy
1472,1603,Mimic (1997),Sci-Fi|Thriller
1473,1604,Money Talks (1997),Action|Comedy
1474,1605,Excess Baggage (1997),Adventure|Romance
1475,1606,Kull the Conqueror (1997),Action|Adventure
1476,1608,Air Force One (1997),Action|Thriller
1477,1609,187 (1997),Drama
1478,1610,"Hunt for Red October, The (1990)",Action|Thriller
1479,1611,My Own Private Idaho (1991),Drama
1480,1612,"Kiss Me, Guido (1997)",Comedy
1481,1613,Star Maps (1997),Drama
1482,1614,In & Out (1997),Comedy
1483,1615,"Edge, The (1997)",Adventure|Thriller
1484,1616,"Peacemaker, The (1997)",Action|Thriller|War
1485,1617,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
1486,1619,Seven Years in Tibet (1997),Drama|War
1487,1620,Kiss the Girls (1997),Crime|Drama|Thriller
1488,1621,Soul Food (1997),Drama
1489,1622,Kicked in the Head (1997),Comedy|Drama
1490,1623,Wishmaster (1997),Horror
1491,1624,"Thousand Acres, A (1997)",Drama
1492,1625,"Game, The (1997)",Mystery|Thriller
1493,1626,Fire Down Below (1997),Action|Drama|Thriller
1494,1627,U Turn (1997),Action|Crime|Mystery
1495,1629,"MatchMaker, The (1997)",Comedy|Romance
1496,1630,"Lay of the Land, The (1997)",Comedy|Drama
1497,1631,"Assignment, The (1997)",Thriller
1498,1632,"Smile Like Yours, A (1997)",Comedy|Romance
1499,1633,Ulee's Gold (1997),Drama
1500,1635,"Ice Storm, The (1997)",Drama
1501,1636,Stag (1997),Action|Thriller
1502,1639,Chasing Amy (1997),Drama|Romance
1503,1640,How to Be a Player (1997),Comedy
1504,1641,"Full Monty, The (1997)",Comedy
1505,1642,Indian Summer (a.k.a. Alive & Kicking) (1996),Comedy|Drama
1506,1643,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",Drama|Romance
1507,1644,I Know What You Did Last Summer (1997),Horror|Mystery|Thriller
1508,1645,"Devil's Advocate, The (1997)",Crime|Horror|Mystery|Thriller
1509,1646,Rocket Man (1997),Comedy
1510,1647,Playing God (1997),Crime|Thriller
1511,1648,"House of Yes, The (1997)",Comedy|Drama|Thriller
1512,1649,"Fast, Cheap & Out of Control (1997)",Documentary
1513,1650,Washington Square (1997),Drama
1514,1651,Telling Lies in America (1997),Drama
1515,1652,Year of the Horse (1997),Documentary
1516,1653,Gattaca (1997),Drama|Sci-Fi|Thriller
1517,1654,FairyTale: A True Story (1997),Children's|Drama|Fantasy
1518,1655,Phantoms (1998),Horror
1519,1656,Swept from the Sea (1997),Romance
1520,1657,Wonderland (1997),Documentary
1521,1658,"Life Less Ordinary, A (1997)",Romance|Thriller
1522,1659,Hurricane Streets (1998),Drama
1523,1660,Eve's Bayou (1997),Drama
1524,1661,Switchback (1997),Thriller
1525,1662,Gang Related (1997),Crime
1526,1663,Stripes (1981),Comedy
1527,1664,Nénette et Boni (1996),Drama
1528,1665,Bean (1997),Comedy
1529,1666,Hugo Pool (1997),Romance
1530,1667,Mad City (1997),Action|Drama
1531,1668,One Night Stand (1997),Drama
1532,1669,"Tango Lesson, The (1997)",Romance
1533,1670,Welcome To Sarajevo (1997),Drama|War
1534,1671,Deceiver (1997),Crime
1535,1672,"Rainmaker, The (1997)",Drama
1536,1673,Boogie Nights (1997),Drama
1537,1674,Witness (1985),Drama|Romance|Thriller
1538,1675,Incognito (1997),Crime|Thriller
1539,1676,Starship Troopers (1997),Action|Adventure|Sci-Fi|War
1540,1677,Critical Care (1997),Comedy
1541,1678,"Joy Luck Club, The (1993)",Drama
1542,1679,Chairman of the Board (1998),Comedy
1543,1680,Sliding Doors (1998),Drama|Romance
1544,1681,Mortal Kombat: Annihilation (1997),Action|Adventure
1545,1682,"Truman Show, The (1998)",Drama
1546,1683,"Wings of the Dove, The (1997)",Drama|Romance|Thriller
1547,1684,Mrs. Dalloway (1997),Romance
1548,1685,"I Love You, I Love You Not (1996)",Romance
1549,1686,Red Corner (1997),Crime|Thriller
1550,1687,"Jackal, The (1997)",Action|Thriller
1551,1688,Anastasia (1997),Animation|Children's|Musical
1552,1689,"Man Who Knew Too Little, The (1997)",Comedy|Mystery
1553,1690,Alien: Resurrection (1997),Action|Horror|Sci-Fi
1554,1692,Alien Escape (1995),Horror|Sci-Fi
1555,1693,Amistad (1997),Drama
1556,1694,"Apostle, The (1997)",Drama
1557,1695,Artemisia (1997),Drama
1558,1696,Bent (1997),Drama|War
1559,1699,"Butcher Boy, The (1998)",Drama
1560,1701,Deconstructing Harry (1997),Comedy|Drama
1561,1702,Flubber (1997),Children's|Comedy|Fantasy
1562,1703,For Richer or Poorer (1997),Comedy
1563,1704,Good Will Hunting (1997),Drama
1564,1707,Home Alone 3 (1997),Children's|Comedy
1565,1709,Legal Deceit (1997),Thriller
1566,1711,Midnight in the Garden of Good and Evil (1997),Comedy|Crime|Drama|Mystery
1567,1713,Mouse Hunt (1997),Children's|Comedy
1568,1714,Never Met Picasso (1996),Romance
1569,1715,Office Killer (1997),Thriller
1570,1717,Scream 2 (1997),Horror|Thriller
1571,1718,Stranger in the House (1997),Thriller
1572,1719,"Sweet Hereafter, The (1997)",Drama
1573,1720,Time Tracers (1995),Action|Adventure|Sci-Fi
1574,1721,Titanic (1997),Drama|Romance
1575,1722,Tomorrow Never Dies (1997),Action|Romance|Thriller
1576,1724,Full Speed (1996),Drama
1577,1725,"Education of Little Tree, The (1997)",Drama
1578,1726,"Postman, The (1997)",Drama
1579,1727,"Horse Whisperer, The (1998)",Drama
1580,1728,"Winter Guest, The (1997)",Drama
1581,1729,Jackie Brown (1997),Crime|Drama
1582,1730,Kundun (1997),Drama
1583,1731,Mr. Magoo (1997),Comedy
1584,1732,"Big Lebowski, The (1998)",Comedy|Crime|Mystery|Thriller
1585,1733,Afterglow (1997),Drama|Romance
1586,1734,My Life in Pink (Ma vie en rose) (1997),Comedy|Drama
1587,1735,Great Expectations (1998),Drama|Romance
1588,1739,3 Ninjas: High Noon On Mega Mountain (1998),Action|Children's
1589,1741,"Midaq Alley (Callejón de los milagros, El) (1995)",Drama
1590,1743,Arguing the World (1996),Documentary
1591,1744,Firestorm (1998),Action|Adventure|Thriller
1592,1746,Senseless (1998),Comedy
1593,1747,Wag the Dog (1997),Comedy|Drama
1594,1748,Dark City (1998),Film-Noir|Sci-Fi|Thriller
1595,1749,"Leading Man, The (1996)",Romance
1596,1750,Star Kid (1997),Adventure|Children's|Fantasy|Sci-Fi
1597,1752,Hard Rain (1998),Action|Thriller
1598,1753,Half Baked (1998),Comedy
1599,1754,Fallen (1998),Action|Mystery|Thriller
1600,1755,Shooting Fish (1997),Romance
1601,1756,"Prophecy II, The (1998)",Horror
1602,1758,Dangerous Beauty (1998),Drama
1603,1759,Four Days in September (1997),Drama
1604,1760,Spice World (1997),Comedy|Musical
1605,1762,Deep Rising (1998),Action|Horror|Sci-Fi
1606,1764,Tainted (1998),Comedy|Thriller
1607,1767,Music From Another Room (1998),Drama|Romance
1608,1769,"Replacement Killers, The (1998)",Action|Thriller
1609,1770,B. Monkey (1998),Romance|Thriller
1610,1771,Night Flier (1997),Horror
1611,1772,Blues Brothers 2000 (1998),Action|Comedy|Musical
1612,1773,Tokyo Fist (1995),Action|Drama
1613,1777,"Wedding Singer, The (1998)",Comedy|Romance
1614,1779,Sphere (1998),Adventure|Sci-Fi|Thriller
1615,1780,Ayn Rand: A Sense of Life (1997),Documentary
1616,1782,Little City (1998),Comedy|Romance
1617,1783,Palmetto (1998),Film-Noir|Mystery|Thriller
1618,1784,As Good As It Gets (1997),Comedy|Drama
1619,1785,King of New York (1990),Action|Crime
1620,1787,"Paralyzing Fear: The Story of Polio in America, A (1998)",Documentary
1621,1788,Men With Guns (1997),Action|Drama
1622,1791,Twilight (1998),Crime|Drama
1623,1792,U.S. Marshalls (1998),Action|Thriller
1624,1793,Welcome to Woop-Woop (1997),Comedy
1625,1794,Love and Death on Long Island (1997),Comedy|Drama
1626,1795,"Callejón de los milagros, El (1995)",Drama
1627,1796,In God's Hands (1998),Action|Drama
1628,1797,Everest (1998),Documentary
1629,1798,Hush (1998),Thriller
1630,1799,Suicide Kings (1997),Crime|Drama
1631,1801,"Man in the Iron Mask, The (1998)",Action|Drama|Romance
1632,1804,"Newton Boys, The (1998)",Crime|Drama
1633,1805,Wild Things (1998),Crime|Drama|Mystery|Thriller
1634,1806,Paulie (1998),Adventure|Children's|Comedy
1635,1807,"Cool Dry Place, A (1998)",Drama
1636,1809,Hana-bi (1997),Comedy|Crime|Drama
1637,1810,Primary Colors (1998),Drama
1638,1811,"Niagara, Niagara (1997)",Drama
1639,1812,Wide Awake (1998),Children's|Comedy|Drama
1640,1814,"Price Above Rubies, A (1998)",Drama
1641,1815,Eden (1997),Drama
1642,1816,Two Girls and a Guy (1997),Comedy|Drama
1643,1817,No Looking Back (1998),Comedy|Drama|Romance
1644,1820,"Proposition, The (1998)",Drama
1645,1821,"Object of My Affection, The (1998)",Comedy|Romance
1646,1822,Meet the Deedles (1998),Children's|Comedy
1647,1824,Homegrown (1998),Comedy|Thriller
1648,1825,"Player's Club, The (1998)",Action|Drama
1649,1826,Barney's Great Adventure (1998),Adventure|Children's
1650,1827,"Big One, The (1997)",Comedy|Documentary
1651,1829,Chinese Box (1997),Drama|Romance
1652,1830,Follow the Bitch (1998),Comedy
1653,1831,Lost in Space (1998),Action|Sci-Fi|Thriller
1654,1832,Heaven's Burning (1997),Action|Drama
1655,1833,Mercury Rising (1998),Action|Drama|Thriller
1656,1834,"Spanish Prisoner, The (1997)",Drama|Thriller
1657,1835,City of Angels (1998),Romance
1658,1836,"Last Days of Disco, The (1998)",Drama
1659,1837,"Odd Couple II, The (1998)",Comedy
1660,1839,My Giant (1998),Comedy
1661,1840,He Got Game (1998),Drama
